     X         I1 (Y=0.3254)     Error1      I2 (Y=0.4002)     Error2      I3 (Y=0.4999)     Error3      I4 (Y=0.5963)     Error4      I5 (Y=0.6986)     Error5      I6 (Y=0.7998)     Error6      I7 (Y=0.9002)     Error7       I8 (Y=1.000)     Error8       I9 (Y=1.100)     Error9      I10 (Y=1.200)    Error10      I11 (Y=1.300)    Error11      I12 (Y=1.400)    Error12      I13 (Y=1.500)    Error13      I14 (Y=1.600)    Error14      I15 (Y=1.700)    Error15      I16 (Y=1.801)    Error16      I17 (Y=1.901)    Error17      I18 (Y=2.001)    Error18      I19 (Y=2.075)    Error19    
-1.41421E+000   4.19303E+000   3.47008E+000   2.83604E+000   2.22619E+000   7.11742E-001   7.47376E-001   1.25056E-001   5.49915E-002   1.19205E-001   4.88299E-002   1.47623E-001   6.31249E-002   9.65406E-002   5.23965E-002   1.19413E-001   5.80331E-002   1.47075E-001   6.34274E-002   1.67501E-001   6.79659E-002   1.64437E-001   6.56226E-002   1.58147E-001   6.38406E-002   1.62728E-001   6.46543E-002   1.92202E-001   6.98342E-002   1.95410E-001   6.86253E-002   1.51224E-001   5.85793E-002   1.59282E-001   6.01209E-002   1.82896E-001   6.94911E-002   2.27523E-001   9.57607E-002
-1.40096E+000   7.32962E+000   4.87630E+000   3.31626E+000   2.56734E+000   7.79175E-001   7.93427E-001   1.33777E-001   5.56292E-002   1.16679E-001   4.89489E-002   1.66791E-001   6.73802E-002   1.51921E-001   6.57374E-002   1.28930E-001   5.95853E-002   1.83605E-001   7.21053E-002   2.09765E-001   7.67179E-002   1.71895E-001   6.70504E-002   1.58697E-001   6.37713E-002   1.94059E-001   7.04575E-002   2.35314E-001   7.68464E-002   1.94929E-001   6.97217E-002   1.30427E-001   5.50117E-002   1.41210E-001   5.61001E-002   1.59051E-001   6.58576E-002   1.83281E-001   8.44196E-002
-1.38777E+000   4.24364E+000   3.25625E+000   3.64024E+000   2.33558E+000   9.49054E-001   8.75456E-001   9.77774E-002   4.67595E-002   1.32216E-001   5.20856E-002   2.15927E-001   7.69840E-002   2.03172E-001   7.63306E-002   1.44823E-001   6.33156E-002   1.47859E-001   6.45974E-002   2.03879E-001   7.58223E-002   1.54430E-001   6.42571E-002   1.63244E-001   6.53524E-002   2.06450E-001   7.32791E-002   1.74073E-001   6.63384E-002   1.56074E-001   6.17614E-002   1.70019E-001   6.32254E-002   1.99423E-001   6.67043E-002   1.90671E-001   6.90656E-002   1.84888E-001   8.06660E-002
-1.37463E+000   2.52191E+000   2.18949E+000   3.06454E+000   1.69844E+000   9.64019E-001   8.00977E-001   1.17444E-001   5.28036E-002   1.07985E-001   4.85631E-002   1.56044E-001   6.52963E-002   1.56572E-001   6.65736E-002   1.52244E-001   6.62014E-002   1.66660E-001   6.86863E-002   1.83436E-001   7.09617E-002   1.68335E-001   6.82687E-002   1.78279E-001   6.86968E-002   2.01982E-001   7.23794E-002   1.63914E-001   6.41234E-002   1.88210E-001   6.78733E-002   1.70841E-001   6.37176E-002   1.77170E-001   6.34999E-002   2.14292E-001   7.26150E-002   1.43738E-001   6.95451E-002
-1.36154E+000   1.80128E+000   2.02804E+000   2.11608E+000   1.55104E+000   8.68483E-001   7.08705E-001   1.36809E-001   6.00900E-002   1.16879E-001   5.08484E-002   1.31242E-001   6.02479E-002   1.65782E-001   6.98098E-002   1.43890E-001   6.47089E-002   1.65709E-001   6.83075E-002   1.98327E-001   7.32698E-002   1.65871E-001   6.81242E-002   1.34320E-001   6.01686E-002   1.58951E-001   6.41603E-002   2.18374E-001   7.39318E-002   2.32678E-001   7.53644E-002   2.10128E-001   7.10796E-002   1.84075E-001   6.47931E-002   1.80973E-001   6.77775E-002   1.76828E-001   8.18727E-002
-1.34851E+000   3.07606E+000   3.07376E+000   3.32890E+000   2.05556E+000   9.93996E-001   8.97140E-001   1.07078E-001   5.39769E-002   1.05762E-001   4.80549E-002   1.23285E-001   5.82781E-002   1.12468E-001   5.77275E-002   1.03236E-001   5.52029E-002   1.34840E-001   6.16340E-002   1.88547E-001   7.13684E-002   1.93790E-001   7.36313E-002   1.65948E-001   6.73444E-002   1.58077E-001   6.41607E-002   2.06218E-001   7.30807E-002   2.59358E-001   7.96114E-002   2.91159E-001   8.36141E-002   2.23458E-001   7.13826E-002   2.50634E-001   7.96811E-002   2.36814E-001   9.55449E-002
-1.33554E+000   2.40073E+000   2.42229E+000   3.65325E+000   2.27974E+000   1.24663E+000   1.10645E+000   1.11536E-001   5.11633E-002   1.04197E-001   4.71004E-002   9.34603E-002   5.01864E-002   1.01417E-001   5.50201E-002   1.16125E-001   5.88375E-002   1.16634E-001   5.77014E-002   1.66511E-001   6.75043E-002   1.93981E-001   7.31602E-002   2.06756E-001   7.67253E-002   1.70592E-001   6.73887E-002   2.22131E-001   7.68111E-002   2.43869E-001   7.75249E-002   2.68366E-001   7.91028E-002   2.72603E-001   8.00730E-002   2.46475E-001   7.91887E-002   2.51317E-001   9.54733E-002
-1.32262E+000   4.10503E+000   3.40147E+000   4.56870E+000   2.58629E+000   1.30107E+000   1.14232E+000   1.27785E-001   5.33827E-002   1.21781E-001   5.13877E-002   1.14566E-001   5.60286E-002   1.22971E-001   6.07493E-002   1.12641E-001   5.78598E-002   1.21957E-001   5.86096E-002   1.42190E-001   6.37086E-002   1.34565E-001   6.11847E-002   1.41637E-001   6.25042E-002   1.40005E-001   6.18064E-002   1.97769E-001   7.31113E-002   2.27242E-001   7.55332E-002   2.40008E-001   7.49024E-002   2.11691E-001   6.98837E-002   1.92416E-001   6.98369E-002   1.48673E-001   7.10644E-002
-1.30976E+000   5.08469E+000   3.82276E+000   3.64094E+000   2.45082E+000   1.19444E+000   1.04557E+000   1.50410E-001   5.98107E-002   1.24713E-001   5.12913E-002   1.17356E-001   5.69133E-002   1.09734E-001   5.74500E-002   1.30311E-001   6.22283E-002   1.39126E-001   6.26736E-002   1.47780E-001   6.52264E-002   1.33397E-001   6.06565E-002   1.79892E-001   6.97970E-002   1.64962E-001   6.68473E-002   1.65397E-001   6.57409E-002   2.09390E-001   7.25551E-002   1.91754E-001   6.83241E-002   1.65653E-001   6.20087E-002   1.68714E-001   6.69781E-002   1.66899E-001   7.92200E-002
-1.29695E+000   3.24330E+000   2.56551E+000   3.62650E+000   2.16723E+000   1.08782E+000   9.31658E-001   1.69713E-001   6.62118E-002   1.42309E-001   5.29611E-002   1.01085E-001   5.16354E-002   1.12918E-001   5.79635E-002   1.34059E-001   6.26293E-002   1.53027E-001   6.57325E-002   1.62464E-001   6.87661E-002   1.28903E-001   5.98705E-002   2.35949E-001   7.97993E-002   2.27723E-001   7.84070E-002   1.83468E-001   6.84717E-002   2.15192E-001   7.32294E-002   1.68366E-001   6.44024E-002   1.42635E-001   5.78255E-002   1.30983E-001   6.32008E-002   2.32782E-001   9.91283E-002
-1.28419E+000   5.08147E+000   3.08822E+000   3.07716E+000   1.89962E+000   8.68755E-001   7.75023E-001   1.22281E-001   5.70027E-002   1.21712E-001   4.68284E-002   1.17054E-001   5.62953E-002   1.13546E-001   5.79499E-002   1.50211E-001   6.50554E-002   1.71263E-001   7.09278E-002   1.58135E-001   6.87987E-002   1.50475E-001   6.48635E-002   1.65196E-001   6.69130E-002   1.91750E-001   7.17838E-002   2.37230E-001   7.79004E-002   1.97554E-001   6.99254E-002   1.55020E-001   6.15876E-002   1.62923E-001   6.19290E-002   2.04477E-001   7.58457E-002   2.47200E-001   1.00424E-001
-1.27149E+000   4.17001E+000   2.76157E+000   2.71060E+000   1.82692E+000   7.15366E-001   7.76570E-001   7.41552E-002   4.02370E-002   9.14729E-002   4.31074E-002   1.41756E-001   6.30316E-002   1.39831E-001   6.42666E-002   1.33904E-001   6.18843E-002   1.39550E-001   6.41170E-002   1.89866E-001   7.51453E-002   1.31755E-001   6.15364E-002   1.23064E-001   5.80831E-002   1.48564E-001   6.28560E-002   2.27240E-001   7.71515E-002   1.77459E-001   6.67166E-002   1.51243E-001   6.03407E-002   1.83617E-001   6.67797E-002   1.94770E-001   7.44911E-002   3.32361E-001   1.12209E-001
-1.25884E+000   1.94210E+000   1.81818E+000   2.70875E+000   1.89483E+000   8.25140E-001   9.11426E-001   1.00499E-001   4.67111E-002   1.22579E-001   5.07728E-002   1.63283E-001   6.79241E-002   1.68210E-001   6.93881E-002   1.45702E-001   6.59494E-002   1.84053E-001   7.34275E-002   2.10010E-001   7.73230E-002   2.04878E-001   7.75512E-002   1.45411E-001   6.33251E-002   1.92414E-001   7.08498E-002   2.02481E-001   7.38623E-002   1.83295E-001   6.82366E-002   1.45961E-001   5.89568E-002   1.24257E-001   5.40744E-002   1.96794E-001   7.36845E-002   2.25110E-001   9.03529E-002
-1.24624E+000   3.27367E+000   2.78875E+000   2.66945E+000   1.96766E+000   7.48321E-001   8.04260E-001   1.18972E-001   5.10060E-002   9.32916E-002   4.58462E-002   1.14922E-001   5.68223E-002   1.23135E-001   5.98436E-002   1.15519E-001   5.89730E-002   1.58610E-001   6.80543E-002   2.20797E-001   7.86699E-002   1.99608E-001   7.58395E-002   2.06446E-001   7.52825E-002   2.23749E-001   7.64446E-002   1.94635E-001   7.22040E-002   2.16699E-001   7.42547E-002   1.68352E-001   6.37285E-002   1.52423E-001   5.98421E-002   2.43547E-001   8.04946E-002   2.54941E-001   9.72970E-002
-1.23369E+000   5.94829E+000   3.98423E+000   2.53292E+000   2.12875E+000   6.56321E-001   6.70674E-001   1.46366E-001   5.67326E-002   1.25581E-001   5.07493E-002   1.07426E-001   5.48503E-002   1.13851E-001   5.88414E-002   1.30313E-001   6.32635E-002   1.77912E-001   7.30603E-002   1.79903E-001   7.14935E-002   1.79118E-001   7.05828E-002   2.01347E-001   7.46008E-002   2.03715E-001   7.44873E-002   2.19417E-001   7.62742E-002   2.25900E-001   7.60266E-002   1.91004E-001   6.89256E-002   2.12462E-001   7.09085E-002   1.95675E-001   7.31944E-002   2.17785E-001   9.25777E-002
-1.22120E+000   6.45042E+000   4.11052E+000   4.12080E+000   2.62820E+000   9.65618E-001   9.08268E-001   1.44365E-001   5.64545E-002   1.52754E-001   5.64914E-002   1.13773E-001   5.64565E-002   1.46309E-001   6.75066E-002   1.35786E-001   6.47696E-002   1.85248E-001   7.50931E-002   1.35791E-001   6.24094E-002   1.66562E-001   6.80286E-002   1.60053E-001   6.67793E-002   1.93570E-001   7.32275E-002   2.24997E-001   7.72679E-002   2.42967E-001   7.89130E-002   1.91713E-001   6.91560E-002   1.75434E-001   6.43639E-002   2.10501E-001   7.52961E-002   2.40740E-001   9.56729E-002
-1.20876E+000   9.09734E+000   4.94002E+000   5.46854E+000   2.98729E+000   1.17291E+000   1.00909E+000   1.16839E-001   5.01061E-002   1.01391E-001   4.58417E-002   1.15573E-001   5.79946E-002   1.70646E-001   7.31160E-002   1.64939E-001   7.13747E-002   1.26695E-001   6.12029E-002   9.87198E-002   5.36486E-002   1.25999E-001   5.94461E-002   1.70349E-001   6.89989E-002   1.98072E-001   7.38656E-002   1.95207E-001   7.20789E-002   1.78650E-001   6.75893E-002   1.40788E-001   5.90196E-002   1.92861E-001   6.76252E-002   2.20850E-001   7.72249E-002   2.76432E-001   1.01612E-001
-1.19637E+000   8.23163E+000   4.59418E+000   4.00786E+000   2.61695E+000   8.96217E-001   8.19041E-001   9.17315E-002   4.27527E-002   7.45712E-002   3.77893E-002   9.74347E-002   5.30794E-002   1.65107E-001   7.17441E-002   1.43986E-001   6.65185E-002   1.36605E-001   6.31645E-002   1.16828E-001   5.89271E-002   1.50382E-001   6.54161E-002   2.03114E-001   7.54646E-002   1.78072E-001   7.01623E-002   2.12488E-001   7.54454E-002   2.07986E-001   7.29410E-002   1.99936E-001   6.98781E-002   2.28509E-001   7.38164E-002   2.26369E-001   7.80887E-002   1.97164E-001   8.63779E-002
-1.18403E+000   5.24191E+000   3.95231E+000   3.34191E+000   2.30178E+000   7.57999E-001   7.12570E-001   1.04515E-001   4.63779E-002   9.73135E-002   4.44042E-002   1.07441E-001   5.58736E-002   1.31641E-001   6.42570E-002   1.51096E-001   6.83737E-002   1.57632E-001   6.83137E-002   1.86601E-001   7.54125E-002   2.13400E-001   7.83052E-002   2.08861E-001   7.65761E-002   1.88613E-001   7.26999E-002   1.92831E-001   7.25168E-002   2.53479E-001   8.07307E-002   2.76411E-001   8.19490E-002   2.14271E-001   7.13063E-002   2.15954E-001   7.53989E-002   1.94730E-001   8.92092E-002
-1.17174E+000   4.43301E+000   3.10000E+000   2.92782E+000   2.04990E+000   8.51548E-001   8.06177E-001   1.38790E-001   5.45686E-002   9.68123E-002   4.47499E-002   1.29853E-001   6.24710E-002   1.19927E-001   6.15557E-002   1.22272E-001   6.16005E-002   1.14979E-001   5.90789E-002   1.36218E-001   6.43393E-002   1.53760E-001   6.65919E-002   1.77063E-001   7.03557E-002   2.44924E-001   8.17955E-002   2.31485E-001   8.08937E-002   1.95573E-001   7.16883E-002   2.19940E-001   7.36008E-002   1.83452E-001   6.59903E-002   1.97898E-001   7.07729E-002   1.24138E-001   6.89907E-002
-1.15951E+000   5.81153E+000   3.77331E+000   3.89098E+000   2.51509E+000   9.28640E-001   8.87899E-001   1.33729E-001   5.29057E-002   8.78156E-002   4.25299E-002   9.18384E-002   5.20879E-002   1.52917E-001   6.91455E-002   1.54934E-001   6.83610E-002   2.01650E-001   7.82728E-002   1.48759E-001   6.66062E-002   1.25271E-001   6.12259E-002   1.49461E-001   6.50522E-002   1.87377E-001   7.12318E-002   2.03216E-001   7.50116E-002   2.27739E-001   7.61981E-002   1.76153E-001   6.66983E-002   2.14940E-001   7.19574E-002   1.63477E-001   6.43103E-002   1.22117E-001   6.65123E-002
-1.14732E+000   8.41448E+000   5.30084E+000   4.08679E+000   2.82942E+000   7.94607E-001   7.68543E-001   1.17511E-001   5.08658E-002   1.05472E-001   4.87747E-002   1.28269E-001   6.19525E-002   1.78246E-001   7.47558E-002   2.19476E-001   8.13557E-002   1.96477E-001   7.71617E-002   2.02513E-001   7.71868E-002   1.50145E-001   6.72593E-002   1.29101E-001   6.06619E-002   1.47814E-001   6.34009E-002   1.81045E-001   6.98274E-002   1.89247E-001   7.01719E-002   2.38605E-001   7.81658E-002   2.26401E-001   7.39974E-002   2.03843E-001   7.04808E-002   1.05033E-001   5.98121E-002
-1.13519E+000   5.79860E+000   4.27634E+000   2.74560E+000   2.36325E+000   7.81358E-001   7.49540E-001   9.78187E-002   4.60485E-002   1.20440E-001   5.32822E-002   1.61299E-001   6.94327E-002   1.62944E-001   7.05789E-002   2.27147E-001   8.44713E-002   1.77593E-001   7.41730E-002   1.54813E-001   6.76678E-002   1.52030E-001   6.71339E-002   1.45534E-001   6.39609E-002   1.59701E-001   6.69657E-002   1.90235E-001   7.22412E-002   1.95280E-001   7.18523E-002   2.13757E-001   7.36565E-002   2.46354E-001   7.63677E-002   1.66105E-001   6.51302E-002   1.01020E-001   6.00547E-002
-1.12310E+000   4.51770E+000   3.36293E+000   4.64809E+000   2.59430E+000   1.04435E+000   9.28121E-001   1.04995E-001   4.82015E-002   1.06547E-001   5.00083E-002   1.10843E-001   5.60646E-002   1.96202E-001   7.67976E-002   1.67126E-001   7.26934E-002   1.57616E-001   7.05931E-002   1.69556E-001   7.08194E-002   1.79627E-001   7.19193E-002   1.86694E-001   7.30175E-002   1.77247E-001   7.12560E-002   2.29996E-001   8.01561E-002   2.32782E-001   7.85588E-002   2.65869E-001   8.19387E-002   2.26715E-001   7.40700E-002   2.33107E-001   7.74017E-002   1.72044E-001   8.31147E-002
-1.11107E+000   1.18731E+001   5.50730E+000   4.42054E+000   2.89338E+000   8.69644E-001   8.10456E-001   1.30490E-001   5.51760E-002   1.27830E-001   5.30216E-002   1.19346E-001   5.81002E-002   1.65367E-001   7.22892E-002   1.88268E-001   7.79288E-002   1.83369E-001   7.65549E-002   1.73679E-001   7.28745E-002   2.03627E-001   7.76037E-002   1.73375E-001   7.11168E-002   1.77682E-001   7.17107E-002   1.77807E-001   7.03635E-002   2.01976E-001   7.28781E-002   2.20132E-001   7.42643E-002   2.21150E-001   7.30201E-002   2.33322E-001   7.72778E-002   1.70185E-001   7.93519E-002
-1.09908E+000   1.30780E+001   5.50120E+000   4.24200E+000   2.88715E+000   4.86694E-001   5.31864E-001   1.42892E-001   5.58540E-002   1.13275E-001   4.78298E-002   1.19228E-001   5.95660E-002   1.85374E-001   7.80289E-002   1.62602E-001   7.27928E-002   1.47981E-001   6.83933E-002   2.69386E-001   9.25249E-002   2.41715E-001   8.53047E-002   1.80540E-001   7.28452E-002   1.32132E-001   6.16769E-002   1.74044E-001   6.97529E-002   1.69057E-001   6.69636E-002   1.61358E-001   6.41156E-002   1.71840E-001   6.48457E-002   2.25178E-001   7.64400E-002   1.71079E-001   7.92661E-002
-1.08714E+000   8.42215E+000   4.57398E+000   3.25589E+000   2.47129E+000   6.09255E-001   6.20236E-001   1.23894E-001   5.12538E-002   7.50350E-002   4.07244E-002   1.22744E-001   6.22491E-002   2.19374E-001   8.51061E-002   2.00280E-001   8.05213E-002   1.48977E-001   6.81413E-002   2.12401E-001   8.18846E-002   2.15911E-001   8.05917E-002   1.94610E-001   7.55333E-002   1.64748E-001   6.85403E-002   1.60492E-001   6.78279E-002   1.78894E-001   6.86794E-002   2.00330E-001   7.25938E-002   2.17136E-001   7.37542E-002   1.88604E-001   7.24854E-002   2.16626E-001   9.20450E-002
-1.07525E+000   6.97271E+000   4.18638E+000   4.16911E+000   2.58589E+000   8.53770E-001   8.41684E-001   1.32467E-001   5.06857E-002   8.51670E-002   4.33157E-002   1.69474E-001   7.38915E-002   2.75562E-001   9.53963E-002   2.04584E-001   8.12787E-002   1.65430E-001   7.13186E-002   1.62885E-001   7.15580E-002   1.72657E-001   7.20888E-002   1.64610E-001   6.93250E-002   1.76586E-001   7.10532E-002   2.13305E-001   7.90095E-002   2.04660E-001   7.43169E-002   2.90076E-001   8.78502E-002   2.41828E-001   7.74681E-002   2.09867E-001   7.78516E-002   2.25997E-001   9.58271E-002
-1.06341E+000   6.73282E+000   4.08587E+000   3.31191E+000   2.44159E+000   6.88801E-001   7.70932E-001   9.45297E-002   4.22752E-002   9.89327E-002   4.45652E-002   1.41596E-001   6.60429E-002   1.90069E-001   7.92914E-002   1.64338E-001   7.28786E-002   1.67606E-001   7.15641E-002   1.40309E-001   6.58690E-002   1.44150E-001   6.58750E-002   1.91619E-001   7.46709E-002   1.70499E-001   6.91561E-002   1.67243E-001   6.84270E-002   2.73501E-001   8.64065E-002   3.10365E-001   9.13293E-002   2.35167E-001   7.63319E-002   2.31595E-001   8.22779E-002   2.72921E-001   1.09445E-001
-1.05162E+000   6.77665E+000   4.27651E+000   2.34968E+000   2.17395E+000   3.42573E-001   4.34854E-001   9.11973E-002   4.21265E-002   1.28316E-001   5.08925E-002   1.43217E-001   6.58798E-002   2.04934E-001   8.23429E-002   1.66114E-001   7.29399E-002   1.97422E-001   7.75358E-002   1.95345E-001   7.72992E-002   1.56384E-001   6.97311E-002   1.74315E-001   7.19312E-002   1.65499E-001   6.82659E-002   1.88282E-001   7.25371E-002   2.24640E-001   7.78185E-002   2.80247E-001   8.53853E-002   2.16511E-001   7.37564E-002   2.33145E-001   8.17717E-002   2.70219E-001   1.04730E-001
-1.03987E+000   6.66492E+000   3.97833E+000   2.25225E+000   2.10511E+000   3.22160E-001   3.17831E-001   1.15860E-001   4.91541E-002   1.39327E-001   5.63678E-002   1.47910E-001   6.75404E-002   1.81151E-001   7.72883E-002   1.65159E-001   7.25170E-002   2.12035E-001   8.20376E-002   2.43760E-001   8.68266E-002   2.05540E-001   8.04796E-002   1.74610E-001   7.18210E-002   2.16720E-001   8.00707E-002   1.96955E-001   7.50729E-002   1.73941E-001   6.88518E-002   1.87556E-001   6.97142E-002   1.91855E-001   6.94653E-002   2.34228E-001   7.98575E-002   2.05761E-001   8.83431E-002
-1.02818E+000   7.97961E+000   4.58273E+000   3.17731E+000   2.41990E+000   5.24744E-001   4.90482E-001   1.18348E-001   5.17626E-002   1.08541E-001   5.12972E-002   1.16241E-001   6.03175E-002   1.21259E-001   6.30912E-002   1.51920E-001   6.97929E-002   2.42092E-001   8.85166E-002   2.12915E-001   8.14486E-002   1.41150E-001   6.55480E-002   2.01558E-001   7.76926E-002   2.29648E-001   8.25940E-002   2.85130E-001   9.05003E-002   2.46026E-001   8.21190E-002   1.93707E-001   7.10473E-002   2.26326E-001   7.57558E-002   2.14694E-001   7.69646E-002   1.96903E-001   8.81770E-002
-1.01653E+000   9.08492E+000   5.55751E+000   3.82471E+000   3.03371E+000   7.02591E-001   6.17231E-001   1.42935E-001   6.25289E-002   1.08244E-001   5.39901E-002   1.20758E-001   6.21892E-002   1.21223E-001   6.31152E-002   1.42590E-001   6.77064E-002   1.86752E-001   7.80299E-002   1.97391E-001   7.78432E-002   1.52925E-001   6.77396E-002   1.73709E-001   7.21701E-002   1.69826E-001   7.12121E-002   2.27287E-001   8.05131E-002   2.60901E-001   8.43318E-002   1.97613E-001   7.20103E-002   2.25107E-001   7.57801E-002   1.95113E-001   7.46091E-002   2.12243E-001   9.34098E-002
-1.00493E+000   1.23838E+001   6.56207E+000   4.23873E+000   3.25574E+000   6.58499E-001   6.19405E-001   1.76062E-001   6.79814E-002   1.36612E-001   6.20238E-002   1.26399E-001   6.35439E-002   1.70273E-001   7.37363E-002   1.65479E-001   7.41068E-002   1.76888E-001   7.62414E-002   1.82601E-001   7.52783E-002   1.73475E-001   7.23686E-002   1.91488E-001   7.60230E-002   1.73130E-001   7.22760E-002   1.89816E-001   7.33339E-002   2.58689E-001   8.26310E-002   2.32386E-001   7.82263E-002   2.33995E-001   7.66373E-002   1.83086E-001   7.33416E-002   1.93368E-001   8.89891E-002
-9.93374E-001   6.24060E+000   4.09472E+000   2.83032E+000   2.42634E+000   6.30301E-001   6.42200E-001   1.66195E-001   6.40335E-002   1.34526E-001   5.74118E-002   1.36660E-001   6.47697E-002   1.80087E-001   7.62110E-002   2.07563E-001   8.34514E-002   1.86698E-001   7.86433E-002   1.85131E-001   7.63234E-002   1.91332E-001   7.65830E-002   1.81361E-001   7.40957E-002   1.91469E-001   7.52136E-002   2.30715E-001   8.24540E-002   2.46216E-001   8.12196E-002   2.20005E-001   7.57621E-002   2.28059E-001   7.65372E-002   2.27637E-001   8.30922E-002   3.19786E-001   1.14885E-001
-9.81862E-001   5.79866E+000   3.79730E+000   3.44965E+000   2.40620E+000   7.46528E-001   7.19445E-001   1.55158E-001   6.20075E-002   1.51774E-001   5.99053E-002   1.76892E-001   7.33936E-002   1.93427E-001   8.03965E-002   1.68976E-001   7.52947E-002   1.63580E-001   7.29356E-002   1.81987E-001   7.70541E-002   1.79772E-001   7.47398E-002   1.87229E-001   7.52865E-002   2.68477E-001   8.83858E-002   2.76457E-001   8.93644E-002   2.58911E-001   8.50497E-002   2.06371E-001   7.42058E-002   1.78890E-001   6.74540E-002   2.68575E-001   9.02643E-002   3.80615E-001   1.26054E-001
-9.70402E-001   1.11757E+001   5.77776E+000   3.99622E+000   2.96891E+000   6.90434E-001   6.28464E-001   1.42805E-001   5.67893E-002   1.56654E-001   6.44807E-002   2.13333E-001   8.29116E-002   2.20663E-001   8.69433E-002   2.39357E-001   9.03086E-002   2.11183E-001   8.23837E-002   1.65250E-001   7.33383E-002   1.88757E-001   7.68422E-002   2.10013E-001   8.00416E-002   2.30592E-001   8.21549E-002   2.77793E-001   8.97412E-002   2.43842E-001   8.29896E-002   1.93326E-001   7.23594E-002   1.42075E-001   6.03979E-002   1.96813E-001   7.93203E-002   3.16089E-001   1.16422E-001
